,artists
29222,"['Giuseppe Verdi', 'Orchestra of the Royal Danish Theatre', 'Adolfo Tango']"
29223,"['Carl Nielsen', 'Orchestra of the Royal Danish Theatre', 'Adolfo Tango']"
29224,['Abraham Gustavito']
29225,['Fernanda lima']
29226,"['Igor Stravinsky', 'On the Town Orchestra', 'Leonard Bernstein']"
29227,"['Leela Mehta', 'A. R. Oza']"
29228,"['Ram Kamlani', 'Hameeda Bano']"
29229,"['Shamshad Begum', 'Geeta Dutt']"
29230,['Chandrakala']
29231,['Nilima Sen']
29232,"['Ninu Majumdar', 'Meena Kapoor']"
29233,['V.Sarala Rao']
29234,"['Giacomo Puccini', 'Plácido Domingo', 'Renata Scotto', 'Lorin Maazel', 'Philharmonia Orchestra']"
29235,"['Naftali Herz Imber', 'Richard Tucker', 'Sholom Secunda']"
29236,"['Felix Mendelssohn', 'Rudolf Serkin']"
29237,"['Dilip Kumar', 'Premlata Nayak']"
29238,"['Sumitra Roy', 'Hemant Kumar']"
29239,['Purushottam Upadhyay']
29240,"['Jules Massenet', 'Richard Tucker Tenor', 'Pierre Dervaux [Conductor]']"
29241,"['Madhusudan Acharya', 'Zohrabai Ambalawali']"
29242,"['Kurt Weill', 'Helen Arden', 'Hope Emerson', 'Ellen Repp', 'Wilson Smith', 'Street Scene Orchestra', 'Maurice Abravanel']"
29243,"['Gaetano Pugnani', 'Isaac Stern']"
29244,['Leslie Uggams']
29245,"['Meena Kapoor', 'Shamshad Begum']"
29246,"['Giuseppe Verdi', 'Richard Tucker Tenor']"
29247,['Πιέρο Λοβάτι']
29248,['Sailesh Mukherjee']
29249,"['Frédéric Chopin', 'Gyorgy Sandor']"
29250,['Neal Hefti Orchestra']
29251,['Karen Akers']
29252,"['Kurt Weill', 'Anne Jeffreys', 'Brian Sullivan', 'Polyna Stoska', 'Street Scene Enesemble', 'Maurice Abravanel']"
29253,['Valente y Cáceres']
29254,['Group of Rirratjingu']
29255,"['George Gershwin', 'Eddie Chappell', 'Louise Carlyle', 'Lehman Engel']"
29256,"['Jay Blackton', 'Broadway Cast']"
29257,"['Kurt Weill', 'Polyna Stoska', 'Peter Griffith', 'Maurice Abravanel']"
29258,"['George Gershwin', 'Louise Carlyle', 'Girl Crazy Ensemble (1952)', 'Lehman Engel']"
29259,['Saroj Gundani']
29260,"['M. S. Rama Rao', 'Krishnaveni']"
29261,"['Wolfgang Amadeus Mozart', 'Bram de Wilde', 'Concertgebouworkest', 'Eduard van Beinum']"
29262,['Aboriginal Songman']
29263,['S. B. John']
29264,"['A. R. Oza', 'Rohini Roy']"
29265,"['Uma Devi', 'K. S. Ragi']"
29266,"['Igor Stravinsky', 'Isaac Stern']"
29267,"['Salim Raza', 'Kausar Parveen']"
29268,['Ralph Burns Orchestra']
29269,['Suresh Haldankar']
29270,"['Zohrabai Ambalawali', 'Ram Kamlani']"
29271,"['Franz Joseph Haydn', 'Isaac Stern']"
29272,"['Felix Mendelssohn', 'Pierre Monteux']"
29273,"['Male Sioux chorus, drummers, dancers with bells']"
29274,['Suemy']
29275,"['Giuseppe Verdi', 'Richard Tucker', 'Emil Cooper']"
29276,"['Kanan Devi', 'Hemant Kumar']"
29277,['Baby Saroj']
29278,['John Reardon']
29279,"['Sulochana Kadam', 'Ram Saigal']"
29280,"['Enrico Toselli', 'Mario Lanza']"
29281,"[""Guy d'Hardelot"", 'Mario Lanza', 'Ray Sinatra']"
29282,"['Lata Mangeshkar', 'Shankar Dasgupta']"
29283,"['Libero Bovio', 'Mario Lanza', 'Franco Ferrara']"
29284,"['Carl Philipp Emanuel Bach', 'Isaac Stern']"
29285,"['Paro Devi', 'Devendra Mohan']"
29286,"['Prodromos Tsaousakis', 'Various Artists']"
29287,"['Αικατερίνη Τάσση', 'Β.Μπατζής', 'Στέφανος Πασχάλης']"
29288,"['Stella Xaskil', 'Vasilis Tsitsanis']"
29289,"['Ρένος Τάλμας', 'Πάνος Βίσβαρδης']"
29290,"['Johann Sebastian Bach', 'RIAS Kammerchor', 'RIAS Kammerorchester', 'Karl Ristenpart']"
29291,"['Johnny Green', 'Jack Lawrence', 'Mario Lanza', 'Ray Sinatra']"
29292,"['Petros Epitropakis', 'Aliki Epitropaki']"
29293,['Three male Vodoun drummers']
29294,['Αντώνης Καλυβόπουλος']
29295,"['Noel Rosa', 'Gastao Formenti']"
29296,['Nachiketa Ghosh']
29297,"['Richard Wagner', 'Wiener Philharmoniker', 'Hans Swarowsky']"
29298,"['Jo Moutet', 'Danielle Darrrieux']"
29299,['Kousar Parveen']
29300,"['Χάρης Κουφιδάκης', 'Δανάη']"
29301,['Abdel Ghany El Sayed']
29302,['Georgia Vasilopoulou']
29303,"[""Guy d'Hardelot"", 'Mario Lanza', 'Constantine Callinicos', 'RCA Victor Orchestra']"
29304,"['Giuseppe Torelli', 'Richard Tucker']"
29305,"['Stella Xaskil', 'Prodromos Tsaousakis']"
29306,"['Γιώργος Λαύκας', 'Stella Haskil']"
29307,"['Π.Φώτης', 'Στ.Χασκίλ', 'Π.Σάμης']"
29308,"['Thanasis Eugenikos', 'Marika Ninou']"
29309,"['Jimmy Shirl', 'Al Stillman', 'Ervin M. Drake', 'Irvin Graham', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra']"
29310,"['Markos Vamvakaris', 'A. Xatzixristos']"
29311,['Fotis Polimeris']
29312,"['Litsa Xarmanta', 'Tolis Xarmantas']"
29313,['Sheikh Lutfar Rahman']
29314,"['Thekla Lazaridou', 'Andreas Spagadoros']"
29315,"['Heitor dos Prazeres', 'Francisco Alves']"
29316,"['Victor Young', 'Richard Tucker', 'Skitch Henderson & His Orchestra', 'Skitch Henderson', 'Skitch Henderson Orchestra']"
29317,"['Pietro Mascagni', 'Mario Lanza', 'RCA Victor Orchestra', 'Constantine Callinicos']"
29318,"['Alex Guesta', 'Tujack']"
29319,"['Female Kouyou chorus with bell, three male drummers']"
29320,"['Nicolas Flagello', 'Richard Tucker', 'Columbia Symphony Orchestra']"
29321,"['Giorgos Mitsakis', 'Ioanna Georgakopoulou']"
29322,"['Johann Sebastian Bach', 'Agnes Giebel', 'Helmut Krebs', 'RIAS Kammerorchester', 'Karl Ristenpart']"
29323,"['Male Mestizo singers, musicians']"
29324,"['Male Kouyou singers, horn player, drummers']"
29325,"['Νικολέτα Καπρή', 'Domna Samiou']"
29326,"['Elsa Lampo', 'Manolis Xiotis']"
29327,['Aymara musicians']
29328,['Alex Guesta']
29329,"['Vincenzo Bellini', 'Richard Tucker', 'Nicolas Flagello', 'Columbia Symphony Orchestra']"
29330,"['Richard Wagner', 'German Brass']"
29331,"['Leonard Bernstein', 'Max Goberman', 'West Side Story Ensemble & Orchestra', 'Chita Rivera', 'Marilyn Cooper']"
29332,"['Ι.Κυριαζής', 'Στ.Χασκίλ', 'Α.Καλδάρας']"
29333,"['Geeta Dutt', 'Talat Mahmood']"
29334,"['Giacomo Puccini', 'Giuseppe Campora', 'Giovanni Inghilleri', 'Gianna Diozzi', 'Nell Rankin', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29335,"['Pietro Mascagni', 'Inge Borkh', 'London Symphony Orchestra', 'Anatole Fistoulari']"
29336,"['Triganuca Nemciu', 'Leontina Niga']"
29337,"['Frankie Laine', 'Paul Weston And His Orchestra']"
29338,"['Giuseppe Verdi', 'Vittorio Gui', 'Mario Filippeschi', 'Orchestra Sinfonica di Roma della RAI']"
29339,"['Claude Debussy', 'Inge Borkh', 'London Symphony Orchestra', 'Anatole Fistoulari']"
29340,['Hyde Brothers']
29341,"['Giuseppe Verdi', 'Mario Rossi', 'Amalia Pini', 'Anna Maria Canali', 'Emilio Renzi', 'Gino Del Signore', 'Lina Pagliughi', 'Orchestra Sinfonica Di Torino Della Rai', 'Rosanna Carteri', 'Saturno Meletti']"
29342,"['Ludwig van Beethoven', 'Rudolf Serkin', 'Philadelphia Orchestra', 'Eugene Ormandy']"
29343,"['Lata Mangeshkar', 'Pt.Nagarkar']"
29344,"['Giuseppe Verdi', 'Mario Rossi', 'Cristiano Dalamangas', 'Giuseppe Nessi', 'Giuseppe Taddei', 'Orchestra Sinfonica Di Torino Della Rai']"
29345,"['Mbilta players from Gura Valley, Eritrea']"
29346,"['Johann Strauss II', 'Anton Dermota', 'Wilma Lipp', 'Hilde Gueden', 'Wiener Philharmoniker', 'Clemens Krauss']"
29347,"['Wolfgang Amadeus Mozart', 'Walther Ludwig', 'Harald Pröglhöf', 'Hans Breitschöpf', 'Werner Pech', 'Wiener Hofmusikkapelle', 'Wiener Philharmoniker', 'Josef Krips']"
29348,"['T. R. Mahalingam', 'S. Varalakshmi']"
29349,"['Ruggero Leoncavallo', 'Alfredo Simonetto', 'Carlo Bergonzi', 'Carlo Tagliabue', 'Salvatore di Tommaso', 'Orchestra Sinfonica e Coro di Milano della RAI']"
29350,"['Ruggero Leoncavallo', 'Alfredo Simonetto', 'Carlo Bergonzi', 'Orchestra Sinfonica e Coro di Milano della RAI']"
29351,"['Ruggero Leoncavallo', 'Alfredo Simonetto', 'Salvatore di Tommaso', 'Orchestra Sinfonica e Coro di Milano della RAI']"
29352,['Futebol Clube de Penafiel']
29353,"['Giuseppe Verdi', 'Vittorio Gui', 'Coro di Roma della RAI', 'Gaetano Riccitelli', 'Orchestra Sinfonica di Roma della RAI']"
29354,"['Império Pedreirense', 'serginho do porto']"
29355,"['Giuseppe Verdi', 'Manno Wolf-Ferrari', 'Aldo Bertocci', 'Maria Vitale', 'Miriam Pirazzini', 'Orchestra lirica di Milano della RAI']"
29356,['Henriot Gwenaël']
29357,"['Ellen McCown', 'Helen Wood', 'Joan Bowman', 'Bonnie Brae', 'Carol Cole', 'Sherry McCutcheon', 'Elizabeth Pacetti']"
29358,['Jane Parayre']
29359,"['Giacomo Puccini', 'Renata Tebaldi', 'Nell Rankin', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29360,"['C. R. Subburaman', 'M. L. Vasanthakumari']"
29361,"['N .T. Rama Rao', 'S. V. Ranga Rao', 'Padmanabham', 'Malathi']"
29362,"['Asha Bhosle', 'Talat Mahmood']"
29363,"['Gaetano Donizetti', 'Umberto Giordano', 'Mario Rossi']"
29364,"['Johann Strauss II', 'Hilde Gueden', 'Wiener Philharmoniker', 'Clemens Krauss']"
29365,['Leo Rowsome']
29366,"['Asha Bhosle', 'Panditrao Nagarkar']"
29367,"['Sulochana Kadam', 'Smt. Vishnilal', 'Ram Panjwani', 'Ishu']"
29368,"['Umberto Giordano', 'Inge Borkh', 'Wiener Philharmoniker', 'Rudolf Moralt']"
29369,['E.D. Tuckey']
29370,"['Male Hebrew Yemenite singers, drummer']"
29371,['Maha Rani']
29372,"['Arthur Schwartz', 'Johnny Johnston', 'A Tree Grows in Brooklyn Ensemble', 'Jay Blackton']"
29373,"['Giuseppe Verdi', 'Mario Rossi', 'Giuseppe Nessi', 'Giuseppe Taddei', 'Orchestra Sinfonica Di Torino Della Rai']"
29374,"['Giuseppe Verdi', 'Manno Wolf-Ferrari', 'Gustavo Gallo', 'Maria Vitale', 'Orchestra lirica di Milano della RAI']"
29375,"['Indrani', 'Sumita', 'Kalayani']"
29376,"['C. Ramchandra', 'Mohammed Rafi']"
29377,['Two male singers with iya drum and atchere']
29378,['Satish Bhatia']
29379,"['Ruggero Leoncavallo', 'Alfredo Simonetto', 'Carla Gavazzi', 'Carlo Tagliabue', 'Orchestra Sinfonica e Coro di Milano della RAI']"
29380,"['Giacomo Puccini', 'Nell Rankin', 'Giovanni Inghilleri', 'Giuseppe Campora', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29381,"['Giuseppe Verdi', 'Manno Wolf-Ferrari', 'Aldo Bertocci', 'Coro Lirico di Milano della Rai', 'Maria Vitale', 'Mario Petri', 'Orchestra lirica di Milano della RAI', 'Roberto Benaglio']"
29382,"['Archana', 'Indrani', 'Banashree']"
29383,['Miss Sheela']
29384,['Thiruvananthapuram V Lakshmi']
29385,['Gerry Mulligan Trio']
29386,"['Franz Schubert', 'Rudolf Serkin', 'Adolf Busch', 'Hermann Busch']"
29387,"['Wolfgang Amadeus Mozart', 'Erich Kunz/Irmgard Seefried/George London/Elisabeth Schwarzkopf/Anny Felbermayer/Hilde Czeska/Chor der Wiener Staatsoper/Wiener Philharmoniker/Herbert von Karajan', 'Herbert von Karajan', 'Wiener Philharmoniker']"
29388,"['Wolfgang Amadeus Mozart', 'George London/Wiener Philharmoniker/Herbert von Karajan', 'Herbert von Karajan', 'Wiener Philharmoniker']"
29389,"['Georges Bizet', 'Jussi Björling', 'Robert Merrill', 'Renato Cellini', 'RCA Victor Symphony Orchestra']"
29390,"['Anonymous', 'Irma Kolassi', 'André Collard']"
29391,"['Robert Schumann', 'Pierre Monteux']"
29392,"['Pyotr Ilyich Tchaikovsky', 'Valentina Kamenikova']"
29393,['Ratikumar Vyas']
29394,['Swami Pravatikar']
29395,"['Richard Strauss', 'Annelies Kupper', 'Wiener Philharmoniker', 'Clemens Krauss']"
29396,"['Wolfgang Amadeus Mozart', 'Pablo Casals', 'Perpignan Festival Orchestra']"
29397,"['Relangi', 'Kasturi Siva Rao', 'Raavu Balasaraswathi']"
29398,"['Giuseppe Verdi', 'Renata Tebaldi', 'Mario del Monaco', 'Ebe Stignani', ""Coro dell'Accademia Nazionale Di Santa Cecilia"", ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29399,['Raimundo Lanas']
29400,['Γιάννης Τζιβάνης']
29401,"['Traditional', 'Irma Kolassi', 'André Collard']"
29402,"['Wolfgang Amadeus Mozart', 'Erich Kunz/Wiener Philharmoniker/Herbert von Karajan', 'Herbert von Karajan', 'Wiener Philharmoniker']"
29403,['Ronald Colman']
29404,"['Πάνος Σάμης', 'Τρίο Μέλοντυ']"
29405,['Master Kanti Surat']
29406,"['Ludwig van Beethoven', 'Irmgard Seefried', 'Erik Werba']"
29407,"['Modest Mussorgsky', 'George London', 'Jean Morel', 'Columbia Symphony Orchestra']"
29408,"[""Original Broadway Cast of 'Top Banana'""]"
29409,['Mrs. Archie MacDonald']
29410,"['Giuseppe Verdi', 'Arturo Basile / Giulio Neri', 'Arturo Basile', 'Giulio Neri', 'Orchestra Sinfonica Di Torino Della Rai']"
29411,"['Giuseppe Verdi', 'Fernando Previtali', 'Orchestra Sinfonica di Roma della RAI', 'Paolo Silveri']"
29412,['A. Merangulian with folk instrumental ensemble']
29413,['Μαίρη Λω']
29414,"['Anna Russell', 'Jimmy Carroll']"
29415,"['Shanti Sharma', 'Ragi']"
29416,"['Johann Sebastian Bach', 'Karl Erb', 'Willem Ravelli', 'Herman Schey', 'Concertgebouworkest', 'Willem Mengelberg']"
29417,['D.B.Ramachandran']
29418,"['Άννα Μπέλλα', 'Ιωάννης Τατασόπουλος', 'Giorgos Mitsakis']"
29419,"['Vincenzo Bellini', 'Giuseppe Di Stefano', 'Carlo Forti', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin']"
29420,"['Traditional', 'Norma Procter', 'Alec Redshaw']"
29421,['Dusty Brooks and His Tones']
29422,['Λέλα Οικονομίδου']
29423,['Helen Gallagher']
29424,"['Franz Schubert', 'Jussi Björling']"
29425,"['Gottfried von Einem', 'Max Lorenz', 'Erich Majkut', 'Oskar Czerwenka', 'Walter Berry', 'Alois Pernerstorfer', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Karl Böhm']"
29426,['George Bernard Shaw']
29427,"['Navnit Adhikari', 'VidyA']"
29428,"['Zohrabai Ambalawali', 'Rajkumari']"
29429,"['Henry Purcell', 'Jennifer Vyvyan', 'Ernest Lush']"
29430,"['Vincenzo Bellini', 'Maria Callas', 'Carlo Forti', 'Coro Del Teatro Alla Scala Di Milano', 'Giuseppe Di Stefano', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin']"
29431,"['Sulochana Kadam', 'Madhubala Jhaveri']"
29432,"['Arthur Sullivan', 'Muriel Harding', 'New Symphony Orchestra', 'Isidore Godfrey']"
29433,"['Shamshad Begum', 'Mohammed Rafi', 'Meena Kapoor']"
29434,"['Arthur Sullivan', 'Beryl Dixon', 'Yvonne Dean', 'New Symphony Orchestra', 'Isidore Godfrey']"
29435,['Hans Christian Andersen']
29436,"['Franz Lehár', 'Erich Kunz/Philharmonia Orchestra/Otto Ackermann', 'Otto Ackermann', 'Philharmonia Orchestra']"
29437,"['Maurice Ravel', 'Ania Dorfmann']"
29438,"['Gottfried von Einem', 'Max Lorenz', 'Peter Klein', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Karl Böhm']"
29439,"['Wolfgang Amadeus Mozart', 'Cesare Siepi', 'Walter Berry', 'Erna Berger', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']"
29440,"['Giacomo Puccini', 'Tito Gobbi', 'Angelo Mercuriali', 'Giuseppe Di Stefano', 'Orchestra Del Teatro Alla Scala, Milano', 'Victor de Sabata']"
29441,"['Manuel de Falla', 'Johanna Martzy', 'Jean Antonietti']"
29442,"['Richard Wagner', 'Josef Greindl', 'Josef Metternich', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay']"
29443,"['Engelbert Humperdinck', 'Gisela Litz', 'Rita Streich', 'Munich Philharmonic Orchestra', 'Fritz Lehmann']"
29444,"['Richard Wagner', 'Otto von Rohr', 'Annelies Kupper', 'Ferdinand Frantz', 'Hans Braun', 'Solisten des Bayrischen Rundfunkchors', 'Solisten des Bayerischen Rundfunkchors', 'Bayerisches Rundfunkorchester', 'Eugen Jochum']"
29445,"['Indrani', 'Moti Sagar']"
29446,"['Ferde Grofé', 'Byron Janis']"
29447,"['Gottfried von Einem', 'Max Lorenz', 'Lisa della Casa', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Karl Böhm']"
29448,"['Gaetano Donizetti', 'Maria Callas', 'Coro del Maggio Musicale Fiorentino', 'Orchestra del Maggio Musicale Fiorentino', 'Raffaele Arie', 'Tito Gobbi', 'Tullio Serafin']"
29449,"['Vincenzo Bellini', 'Maria Callas', 'Aurora Cattelani', 'Giuseppe Di Stefano', 'Nicola Rossi-Lemeni', 'Carlo Forti', 'Coro Del Teatro Alla Scala Di Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan', 'Orchestra Del Teatro Alla Scala, Milano']"
29450,"['Wolfgang Amadeus Mozart', 'Otto Edelmann', 'Elisabeth Schwarzkopf', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']"
29451,"['Chet Baker', 'Gerry Mulligan Quartet']"
29452,"['Alfredo Catalani', 'Orchestra Del Teatro Alla Scala, Milano', 'Carlo Maria Giulini', 'Renata Tebaldi', 'Gian Giacomo Guelfi']"
29453,"['Vincenzo Bellini', 'Maria Callas', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala, Milano']"
29454,"['Wolfgang Amadeus Mozart', 'Elisabeth Schwarzkopf', 'Cesare Siepi', 'Otto Edelmann', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']"
29455,"['Giacomo Puccini', 'Orchestra Del Teatro Alla Scala, Milano', 'Victor de Sabata']"
29456,"['Kishore Kumar', 'Mohammed Rafi', 'Ram Kamlani']"
29457,"['Anonymous', 'Jennifer Vyvyan', 'Ernest Lush']"
29458,"['Hector Berlioz', 'Fritz Reiner']"
29459,['Frances Faye']
29460,"['Angelo Questa', 'Alberto Albertini', 'Coro di Torino della RAI', 'Ferruccio Tagliavini', 'Giuseppe Valdengo', 'Marco Stefanoni', 'Maria Erato', 'Orchestra Sinfonica Di Torino Della Rai', 'Pia Tassinari', 'Ruggero Maghini', 'Vito Susca']"
29461,['Marguerite Duras']
29462,"['Wolfgang Amadeus Mozart', 'Benno Kusche', 'Margaret Harshaw', 'James Pease', 'Hervey Alan', 'Leopold Simoneau', 'Sena Jurinac', 'Anny Schlemm', 'Thomas Hemsley', 'Sir Georg Solti', 'Royal Philharmonic Orchestra']"
29463,['Normanji Temple']
29464,"['Manna Dey', 'Madhubala Jhaveri', 'Asha Bhosle']"
29465,"['Wolfgang Amadeus Mozart', 'Fritz Reiner']"
29466,['Antonio Diaz Mena']
29467,['Kintsugitl']
29468,['Bani Ghosal']
29469,['The Frank Foster Quintet']
29470,"['Anonymous', ""Choir of King's College, Cambridge"", 'Hugh McLean', 'Boris Ord']"
29471,"['Anonymous', 'Chorale des Pères du Saint-Esprit du Grand Scolasticat de Chevilly']"
29472,"['Jean-Paul Belmondo', 'Jeanne Moreau', 'Peter Brook']"
29473,"['Wolfgang Amadeus Mozart', 'Irmgard Seefried', 'Lisa Otto', 'Dagmar Hermann', 'Anton Dermota', 'Erich Kunz', 'Paul Schöffler', 'Wiener Philharmoniker', 'Karl Böhm']"
29474,"['Ruperto Chapí', 'Miguel Ramos Carrión', 'Pilar Lorengar', 'Tony Rosado', 'Ataúlfo Argenta', 'Jose Perera', 'Orquesta De Camara De Madrid']"
29475,"['Giuseppe Verdi', 'Ede Marietti Gandolfo', 'Alberto Albertini', 'Coro Cetra', 'Francesco Albanese', 'Gabriele Santini', 'Mariano Caruso', 'Mario Zorgniotti', 'Orchestra Sinfonica della RAI']"
29476,"['Georges Bizet', ""André Cluytens - Orchestre Du Théatre National De L'Opéra Comique""]"
29477,"['Vincenzo Bellini', 'Mario Filippeschi, Paolo Caroli, Orchestra del Teatro alla Scala di Milano, Tullio Serafin', 'Mario Filippeschi', 'Orchestra Del Teatro Alla Scala, Milano', 'Paolo Caroli', 'Tullio Serafin']"
29478,"['Shamshad Begum', 'Mubarak Begum']"
29479,"['Franz Schubert', 'Wiener Philharmoniker', 'Wilhelm Furtwängler']"
29480,"['Johannes Brahms', 'Guido Cantelli', 'Philharmonia Orchestra']"
29481,"['Eddie Fisher', 'Hugo Winterhalter And His Orchestra']"
29482,"['Richard Strauss', 'Maria Reining', 'Ludwig Weber', 'Walter Berry', 'Hilde Gueden', 'Sena Jurinac', 'Wiener Philharmoniker', 'Erich Kleiber']"
29483,"['Kukla, Fran And Ollie']"
29484,"['Anonymous', ""Choir of King's College, Cambridge"", 'Hugh Maclean', 'Boris Ord']"
29485,"['George Frideric Handel', 'Anthony Newman']"
29486,['Clifford Brown All Stars']
29487,['Dorothy Larsen']
29488,['Art Lund']
29489,['Keytona']
29490,['Ken Warner']
29491,"['Robert Schumann', 'Lotte Lehmann']"
29492,"['Harold Shapero', 'Columbia Symphony Orchestra', 'Leonard Bernstein']"
29493,"['Thiruchi Loganathan', 'M. L. Vasanthakumari']"
29494,"['Giuseppe Verdi', 'Mario del Monaco', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29495,"['Carre', 'Cormon', 'Georges Bizet', ""André Cluytens - Michel Dens - Henri Legay - Orchestre Du Théatre National De L'Opéra Comique""]"
29496,"['Carre', 'Cormon', 'Georges Bizet', ""André Cluytens - Martha Angelici - Choeur De L'Opéra Comique - Henri Legay - Louis Noguera - Orchestre Du Théatre National De L'Opéra Comique""]"
29497,['Doris Monteiro']
29498,['Wilhelm Hauff']
29499,"['Shamshad Begum', 'Balbir']"
29500,"['Barry Frank', 'Leroy Lovitt']"
29501,"['Georges Bizet', 'Pierrette Alarie', 'Xavier Depraz', 'Choeurs Elisabeth Brasseur', 'Orchestre des Concerts Lamoureux', 'Jean Fournet']"
29502,"['Vincenzo Bellini', 'Tullio Serafin', 'Maria Callas', 'Mario Filippeschi', 'Nicola Rossi-Lemeni', 'Orchestra Del Teatro Alla Scala, Milano', 'Coro Del Teatro Alla Scala Di Milano', 'Jeffrey Tate', 'English Chamber Orchestra']"
29503,['Robert Yves']
29504,"['Richard Strauss', 'Ludwig Weber', 'Vienna State Opera Chorus', 'Wiener Philharmoniker', 'Erich Kleiber']"
29505,"['Giuseppe Verdi', 'Mario del Monaco', 'Angelo Mercuriali', 'Aldo Protti', 'Piero de Palma', 'Fernando Corena', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29506,"['Giovanni Gabrieli', 'Flor Peeters']"
29507,"['Aracy de Almeida', 'Francisco Sérgio e sua Orquestra']"
29508,['Umeno Tajima accompanied by Eikichi Kazari']
29509,"['Richard Strauss', 'Ludwig Weber', 'Walter Berry', 'Sena Jurinac', 'Erich Majkut', 'Wiener Philharmoniker', 'Erich Kleiber']"
29510,['Orquesta Estrellas Cubanas']
29511,"['Robert Schumann', 'Guido Cantelli', 'Philharmonia Orchestra']"
29512,"['Ludwig van Beethoven', 'Van Cliburn', 'Fritz Reiner']"
29513,"['Roberto Luna', 'Léo Peracchi']"
29514,['David Buttolph']
29515,"['Carre', 'Cormon', 'Georges Bizet', ""André Cluytens - Martha Angelici - Choeur De L'Opéra Comique - Henri Legay - Orchestre Du Théatre National De L'Opéra Comique""]"
29516,['Eugene Jemison']
29517,"['Wolfgang Amadeus Mozart', 'Israel Philharmonic Orchestra', 'Sir Georg Solti']"
29518,['Hardrock Gunter']
29519,['The Rampart Street Paraders']
29520,"['Giuseppe Verdi', 'Aldo Protti', 'Piero de Palma', ""Orchestra dell'Accademia Nazionale di Santa Cecilia"", 'Alberto Erede']"
29521,"['Wolfgang Amadeus Mozart', 'Dennis Brain', 'Colin Horsley', 'Dennis Brain Wind Ensemble']"
29522,"['Giuseppe Verdi', 'Maria Callas', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan']"
29523,['Lawrence Brown']
29524,"['Gaetano Donizetti', 'Giuseppe Di Stefano', 'Hilde Gueden', 'Orchestra del Maggio Musicale Fiorentino', 'Francesco Molinari-Pradelli']"
29525,['N.L.Ganasaraswathi']
29526,['Jimmy Murphy']
29527,"['Walter Michels', 'Lindsay McPhail', 'The Chordettes']"
29528,['Bobby Troup']
29529,"['Wolfgang Amadeus Mozart', 'Cesare Siepi', 'Hilde Gueden', 'Wiener Philharmoniker', 'Erich Kleiber']"
