,artists
618,"['Roy Rogers', 'Sons of the Pioneers']"
619,['Freddy Martin & His Orchestra']
620,['Gibson/Miller Band']
621,"['Billie Holiday', 'Mal Waldron All-Stars']"
622,"['Lata Mangeshkar', 'Mohammed Rafi']"
623,['Big Maceo']
624,"['Meade ""Lux"" Lewis']"
625,['Yohai Gabai']
626,['Albert Ammons & Pete Johnson']
627,['Jimmy Yancey']
628,['Willie Nelson']
629,['Marty Robbins']
630,"['Willie Nelson', 'Leon Russell']"
631,['Earl Hines & His Orchestra']
632,['Charlie Barnet & His Orchestra']
633,['Trio Lescano']
634,"[""Juan D'Arienzo""]"
635,"['Johnny Cash', 'Waylon Jennings']"
636,"['Frankie Laine', 'Jimmy Carroll & His Orchestra']"
637,['Lata Mangeshkar']
638,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']"
639,['Gene Autry']
640,['Mohammed Rafi']
641,['The Charlie Daniels Band']
642,"['Erskine Hawkins & His Orchestra', 'Erskine Hawkins']"
643,['Artie Shaw']
644,['Sonny Thompson and his orchestra']
645,['Lionel Hampton']
646,['Husn Banu']
647,"['Richard Wagner', 'Theo Adam', 'Marek Janowski']"
648,['Ελευθέριος Βενιζέλος']
649,['Surendra']
650,['Bashir Qawal']
651,['Μπάντα ελληνικού πυροβολικού']
652,"['Fernando Sor', 'Julio Martinez Oyanguren']"
653,['Carmen Miranda']
654,"['Devika Rani', 'Kishore Sahu']"
655,"['Richard Wagner', 'Bavarian Radio Symphony Orchestra', 'Lorin Maazel', 'Waltraud Meier']"
656,['Springtoifel']
657,['Vinayak Rao']
658,"['Richard Wagner', 'Sherrill Milnes', 'Anton Guadagno']"
659,"['Pearl Bailey', 'Hot Lips Page']"
660,"['Artie Shaw', 'Helen Forrest']"
661,"['Artie Shaw', 'Billie Holiday']"
662,['Larry Clinton And His Orchestra']
663,"['Artie Shaw', 'Nita Bradley']"
664,['Kay Kyser']
665,['Roy Acuff And His Crazy Tennesseans']
666,['Roy Acuff & His Smoky Mountain Boys']
667,"['Edward Elgar', 'Vása Prihoda', 'Otto Graef']"
668,['Sonny Boy Williamson II']
669,"['The Four Lads', 'Ray Ellis & His Orchestra']"
670,['Sarah Vaughan']
671,['Barry Manilow']
672,['Mohammed Abdel Wahab']
673,"['Maya Banerjee', 'Surendra']"
674,['Ashraf Khan']
675,['Amir Jan']
676,"['Meenakshi', 'Vishnupant Jog', 'Vinayak']"
677,"['Ishwarlal', 'Ila Devi']"
678,['Abbasuddin Ahmed']
679,['Dhirendranath Das']
680,['Maya Basu']
681,['Paraguassu']
682,['Syed Mehboob Hussain']
683,"['Pyotr Ilyich Tchaikovsky', 'Berliner Philharmoniker']"
684,['Dinah Shore']
685,['Lars Lervik']
686,"['Rajkumari Varanasi', 'Kalyani']"
687,['Naseem Bano']
688,['Rajkumari']
689,['Ghantasala']
690,"['Fred Bird Rythmicans', 'Jean Moscopol']"
691,"['Cristian Vasile', 'Mark Albahary']"
692,"['Jean Moscopol', 'Fred Bird Rythmicans']"
693,['Sitara']
694,['Wahidan Bai']
695,"['Harry James', 'Helen Forrest']"
696,"['Kantilal', 'Kalyani', 'E. Bilimoria']"
697,['Jnan Dutt']
698,"['R. A. Dvorský', 'Melody Boys']"
699,"['Ludwig van Beethoven', 'Karl Freund', 'Berliner Philharmoniker', 'Walther Davisson']"
700,['E. G. Padgaonkar']
701,['Sheela']
702,"['Gustav Mahler', 'Wiener Philharmoniker', 'Bruno Walter']"
703,['Vishnupant Jog']
704,"['Sierra Nelson', 'Jon Ontiveros']"
705,"['Harry James', 'Frank Sinatra']"
706,['Judy Garland']
707,"['Ray Bolger', 'Judy Garland']"
708,"['Judy Garland', 'The Munchkins']"
709,"['Glenn Miller', 'Ray Eberle']"
710,['The Munchkins']
711,"['Judy Garland', 'Ray Bolger']"
712,['Jimmie Lunceford']
713,"['Jack Haley', 'Adrianna Caselotti']"
714,"['Frank Morgan', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Charles Irwin', 'Lois January', 'Elivda Rizzo', 'Bobby Watson', 'MGM Studio Chorus', 'Lorraine Bridges', 'Tyler Brook', 'Oliver Smith', 'Ralph Sudam']"
715,"['Bert Lahr', 'Ray Bolger', 'Jack Haley', 'Judy Garland']"
716,"['MGM Studio Orchestra', 'MGM Studio Chorus']"
717,['MGM Studio Orchestra']
718,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen']"
719,"['Judy Garland', 'Billy Bletcher', 'The Munchkins']"
720,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Burt Lahr']"
721,"['MGM Studio Orchestra', 'The Debutantes', 'The Rhythmettes']"
722,"['Harry James', 'Kitty Kallen']"
723,"['Ken Darby', 'MGM Studio Chorus']"
724,"['Billie Burke', 'The Munchkins']"
725,"['Billy Bletcher', 'Pinto Colveg', 'J.D. Jewkes']"
726,['Harry Stanton']
727,['MGM Studio Chorus']
728,"['Dick Haymes', 'Harry James']"
729,['Jack Haley']
730,"['The Debutantes', 'The Rhythmettes']"
731,"['Judy Garland', 'MGM Studio Orchestra']"
732,"['Frank Morgan', 'Judy Garland', 'Ray Bolger', 'Jack Haley', 'Bert Lahr', 'Tyler Brook', 'Oliver Smith', 'Lorraine Bridges', 'Charles Irwin', 'Lois January', 'Elivda Rizzo', 'MGM Studio Chorus', 'Bobby Watson', 'Ralph Sudam']"
733,"['Harry James', 'Betty Grable']"
734,"['Harry James', 'Dick Haymes', 'Helen Forrest', 'Dalton Rizzotto & Orchestra']"
735,"['Lead Belly', 'Sonny Terry']"
736,['Frank Sinatra']
737,"['Buddy Ebsen', 'Adriana Caselotti']"
738,"['Judy Garland', 'Ray Bolger', 'Jack Haley', 'Buddy Ebsen', 'Bert Lahr']"
739,"['Harold Arlen', 'E.Y. Harburg']"
740,"['Benny Goodman', 'Marge & Gower Champion']"
741,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Buddy Ebsen']"
742,"['Dona Massin', 'Ray Bolger', 'Buddy Ebsen', 'Bert Lahr']"
743,"['Harold Arlen', 'E.Y. Harburg', 'Roger Edens']"
744,"['MGM Studio Orchestra', 'MGM Studio Chorus', 'Heavenly Choir']"
745,"['Bert Lahr', 'Judy Garland', 'Ray Bolger', 'Buddy Ebsen', 'Georgia Stark']"
746,['Sonny Boy Williamson I']
747,['Jimmy Lunceford and His Orchestra']
748,"['Benny Goodman Sextet', 'Benny Goodman']"
749,['Michael Morgan Wise']
750,['Lew Stone']
751,"['Benny Goodman', 'Benny Goodman Sextet']"
752,"['Judy Garland', 'Ray Bolger', 'Buddy Ebsen']"
753,['Max Steiner']
754,['Johnny Hodges & His Orchestra']
755,['Wilmoth Houdini']
756,['周璇']
757,"['Duke Ellington', 'Johnny Hodges']"
758,['Lord Invader']
759,['Erich Wolfgang Korngold']
760,['Ying Yin Wu']
761,['The Executor']
762,['Blind Willie McTell']
763,"['Duke Ellington', 'Duke Ellington Orchestra']"
764,"['Benny Goodman', 'Charlie Christian', 'Benny Goodman Sextet']"
765,['Arthur Askey']
766,"['Count Basie', 'Lester Young']"
767,['Marshall Bartholomew']
768,"['Ivie Anderson', 'Duke Ellington', 'Duke Ellington Orchestra']"
769,"['Johnny Hodges & His Orchestra', 'Johnny Hodges']"
770,['Johnny Hodges']
771,"['Billie Holiday', 'The All Star Jam Band']"
772,"['Nilla Pizzi', 'Achille Togliani']"
773,"['Richard Levitt', 'Charles Byrd', 'Carl Tucker']"
774,['Tino Rossi']
775,['Marika Ninou']
776,['Peggy Lee']
777,['Lena Horne']
778,"[""Anita O'Day""]"
779,['Sammy Kaye and His Orchestra']
780,"[""Anita O'Day"", 'Gene Krupa & His Orchestra']"
781,"['Ludwig van Beethoven', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann']"
782,['K. J. Yesudas']
783,"[""Gene Krupa & His Orchestra; Vocal by Anita O'Day""]"
784,"['Lena Horne', 'Marty Gold']"
785,"['Lena Horne', 'Lennie Hayton & His Orchestra']"
786,['Woody Herman & His Orchestra']
787,"['Lena Horne', 'Lou Bring']"
788,['Xavier Cugat & His Orchestra']
789,['Kishore Kumar']
790,"['Johannes Heesters', 'Orchestra']"
791,['Earl Hines']
792,"['Lena Horne', 'Charlie Barnet & His Orchestra', 'Charlie Barnet']"
793,['Danny Kaye']
794,['Rise Stevens']
795,"['Adolph Green', 'Lady in the Dark Ensemble (1963)']"
796,"['Rise Stevens', 'Lady in the Dark Ensemble (1963)']"
797,"['Claude Debussy', 'Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris', 'Roger Desormiere', 'Orchestre Symphonique De Paris']"
798,"['Jean-Philippe Rameau', 'Julio Martinez Oyanguren']"
799,['Alfred Newman']
800,['Khursheed Bano']
801,"['Khursheed Bano', 'Vasanti']"
802,"['Ashok Kumar', 'Rahmat Bano', 'Arun Kumar']"
803,"['Wolfgang Amadeus Mozart', 'Claudio Arrau']"
804,['Vanmala']
805,"['Carl Maria von Weber', 'Claudio Arrau', 'Désiré Defauw', 'Chicago Symphony Orchestra']"
806,['Jorge Vadio']
807,['P. Suribabu']
808,"['Richard Strauss', 'Bavarian State Orchestra']"
809,"['Francois Campion', 'Julio Martinez Oyanguren']"
810,"['KATZIGHS', 'Leti Metcalfe']"
811,"['Johannes Brahms', 'Arthur Rubinstein', 'Jascha Heifetz', 'Emanuel Feuermann']"
812,"['Robert Schumann', 'Claudio Arrau']"
813,"['Francisco Canaro', 'Francisco Amor']"
814,"['Carl Maria von Weber', 'Claudio Arrau']"
815,"['Johann Strauss II', 'Walther Ludwig', 'Chor Der Staatsoper Berlin', 'Staatskapelle Berlin', 'Gerhard Steeger']"
816,"['Adolph Green', 'John Reardon', 'Kenneth Bridges', 'Lady in the Dark Ensemble (1963)']"
817,['Jupiter Coyote']
818,"['Isaac Albéniz', 'Claudio Arrau']"
819,['Iqbal Bibi']
820,['Radharani']
821,['Mathias Wieman']
822,['Snehprabha']
823,"['Parul Ghosh', 'Leela Chitnis']"
824,"['Claude Debussy', 'Claudio Arrau']"
825,['Shamshad Begum']
826,"['Richard Wagner', 'Arturo Toscanini']"
827,['Ken Elkinson']
828,['Ashik Hussain']
829,"['Snehprabha Pradhan', 'Ishwarlal']"
830,"['Ibrahim Özgür', 'Park Otel Orkestrası']"
831,"['Johann Sebastian Bach', 'Claudio Arrau']"
832,['Local Oafs']
833,"['Frédéric Chopin', 'Claudio Arrau']"
834,['Lola Flores']
835,"['Francisco Tárrega', 'Julio Martinez Oyanguren']"
836,['The Slobs']
837,"['Nalini Jaywant', 'Harish']"
838,['Mimi Thoma']
839,"['Miss Kamala', 'H Khan Mastana']"
840,['Rudi Schuricke']
841,['Hesen Zîrek']
842,"['ОТВАЛ БАWKN', 'Cartier99', 'Lil Uzi Kop', 'Hackequation']"
843,"['Ludwig van Beethoven', 'Claudio Arrau']"
844,"['ОТВАЛ БАWKN', 'Cartier99', 'Hackequation']"
845,['Tanguturi Suryakumari']
846,['Gyanendra Prasad Goswami']
847,"['Franz Liszt', 'Eugene Ormandy', 'Philadelphia Orchestra']"
848,"['Suprova Ghosh', 'Preeti Kumar']"
849,"['Franz Liszt', 'Claudio Arrau']"
850,['Bharati Devi']
851,"['Francisco Canaro', 'Myma Mores']"
852,"['Bing Crosby', 'Ken Darby Singers', 'John Scott Trotter & His Orchestra']"
853,"['Bing Crosby', 'The Music Maids & Hal', 'John Scott Trotter & His Orchestra']"
854,['The Pied Pipers']
855,['葛蘭']
856,"['Bing Crosby', 'John Scott Trotter & His Orchestra']"
857,['Mina']
858,"['Fred Astaire', 'Bob Crosby & His Orchestra']"
859,"['Bing Crosby', 'Fred Astaire']"
860,"['Bing Crosby', 'John Scott Trotter & His Orchestra', 'Ken Darby Singers']"
861,['Vladimir Horowitz']
862,"['Stéphane Grappelli', 'Django Reinhardt', 'Quintette du Hot Club de France']"
863,"['Django Reinhardt', 'Grand Orchestre de Danse']"
864,"['Arthur Briggs', 'Stéphane Grappelli', 'Django Reinhardt', 'Quintette du Hot Club de France']"
865,"['Jerry Mengo', 'Stéphane Grappelli', 'Django Reinhardt', 'Quintette du Hot Club de France']"
866,"['Django Reinhardt', 'Ivon Debie']"
867,"['Ludwig van Beethoven', 'Vladimir Horowitz']"
868,"['Ludwig van Beethoven', 'Rudolf Serkin', 'Bruno Walter']"
869,"['Heitor Villa-Lobos', 'Bidu Sayão']"
870,['Bill Withers']
871,"['Kishore Kumar', 'Lata Mangeshkar', 'Mehmood']"
872,['Club Deportivo Universidad Católica']
873,['白光']
874,['Stan Kenton & His Orchestra']
875,"['Mohammed Rafi', 'Mehmood']"
876,"['Wolfgang Amadeus Mozart', 'Vladimir Horowitz']"
877,['Orquesta Bizarros']
878,"['Ludwig van Beethoven', 'Wilhelm Kempff', 'Dresdner Philharmonie', 'Paul van Kempen']"
879,['Orchestra Studio 7']
880,['Carla Boni']
881,['Kanika Banerjee']
882,['Asha Bhosle']
883,"['Peter De Rose', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']"
884,"['Sumati Trilokekar', 'H Khan Mastana']"
885,"['Satish', 'Leela Sawant']"
886,"['Avery Robinson', 'Odetta Gordon', 'Paul Robeson Jr.', 'Lawrence Brown']"
887,['G. M. Durrani']
888,"['George Gershwin', 'Paul Robeson Jr.']"
889,"['Francisco Canaro', 'Carlos Roldán']"
890,"['Modest Mussorgsky', 'Paul Robeson Jr.', 'Lawrence Brown']"
891,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Galliano Masini', ""Orchestra Sinfonica dell'EIAR di Torino""]"
892,['Nalini Jaywant']
893,['Tara']
894,['Farid al-Atrash']
895,"['Asha Bhosle', 'Mohammed Rafi']"
896,"['Traditional', 'Paul Robeson Jr.', 'Lawrence Brown']"
897,['Noor Jehan']
898,"['Oley Speaks', 'Paul Robeson Jr.', 'Lawrence Brown', 'Columbia Concert Orchestra']"
899,"['Frédéric Chopin', 'Oscar Levant']"
900,"['Claude Debussy', 'Oscar Levant']"
901,"['Franz Schubert', 'Artur Schnabel']"
902,['Hori Baiji']
903,['N. Vanaja']
904,"['Jean Sibelius', 'Arturo Toscanini']"
905,"['Felix Mendelssohn', 'Vladimir Horowitz']"
906,['Luciano Tajoli']
907,"['Shamshad Begum', 'Ghulam Haider']"
908,"['Pyotr Ilyich Tchaikovsky', 'Arturo Toscanini']"
909,"['Richard Strauss', 'Arturo Toscanini']"
910,"['Maurice Ravel', 'Oscar Levant']"
911,"['Franz Liszt', 'Oscar Levant']"
912,"['Munir Alam', 'Mehtab']"
913,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Bruno Erminero', ""Coro dell'EIAR di Torino"", 'Ebe Stignani', ""Orchestra Sinfonica dell'EIAR di Torino""]"
914,['Menka Bai']
915,"['Giacomo Puccini', 'Bidu Sayão', 'Erich Leinsdorf', 'Columbia Symphony Orchestra']"
916,"['Giuseppe Verdi', 'Gino Marinuzzi', 'Bruno Erminero', ""Coro dell'EIAR di Torino"", 'Maria Caniglia', ""Orchestra Sinfonica dell'EIAR di Torino"", 'Saturno Meletti', 'Tancredi Pasero']"
917,"['Isaac Albéniz', 'Oscar Levant']"
918,['Dooley Wilson']
919,['Warner Bros Studio Orchestra']
920,"['Alfred Drake', 'Oklahoma Chorus']"
921,"['Alfred Drake', 'Joan Roberts']"
922,"['Richard Rodgers', 'Frederick Dvonch', 'Mary Martin', 'Patricia Neway', 'Lauri Peters']"
923,['Alfred Drake']
924,['Lee Dixon']
925,['Celeste Holm']
926,"['Richard Rodgers', 'New York Philharmonic']"
927,['Joan Roberts']
928,"['Betty Garde', 'Ralph Riggs', 'Oklahoma Chorus']"
929,"['Celeste Holm', 'Lee Dixon']"
930,"['Ludwig van Beethoven', 'Rudolf Serkin']"
931,"['Alfred Drake', 'Howard Da Silva']"
932,"['Alfred Drake', 'Joan Roberts', 'Oklahoma Chorus']"
933,['S. Rajeswara Rao']
934,"['Joseph Buloff', 'Oklahoma Chorus']"
935,"['Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars', 'Nick Caris']"
936,['Jay Blackton']
937,['Ramola']
938,"['Richard Rodgers', 'Julie Andrews', 'Alfred Antonini', 'Jon Cypher']"
939,['Bellary Lalitha']
940,['Santha Kumari']
941,['Zahur Raja']
942,['Anima Dasgupta']
943,['Govind Kurwalikar']
944,"['Sergei Rachmaninoff', 'Moura Lympany']"
945,['Vishnupant Pagnis']
946,['Vasanti']
947,"['Max Reger', 'Concertgebouworkest', 'Eduard van Beinum']"
948,['Academia dos Renascidos']
949,['Bhanumathi Ramakrishna']
950,"['Peter Erasmus Lange-Müller', 'The Orchestra of Royal Danish Theatre', 'Johann Hye Knudsen']"
951,"['Vítězslav Novák', 'Prague National Theatre Orchestra', 'František Škvor', 'Marie Podvalová', 'Zdeněk Otava']"
952,"['Richard Rodgers', 'Lehman Engel', 'Barbara Cook', 'Childrens Chorus', 'Theodore Bikel']"
953,"['Jikki', 'Satyavathi']"
954,"['Francisco Canaro', 'Eduardo Adrian']"
955,"['Bastiaan Everink', 'Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars', 'Nanouck Brassers']"
956,['M. K. Thyagaraja Bhagavathar']
957,"['Leela Pawar', 'Master Amritlal']"
958,['Mumtaz']
959,"['Ghantasala', 'Jikki']"
960,['Raavu Balasaraswathi']
961,['Ashleigh Anita']
962,['אומן האור ומלך הסבון']
963,"['Bastiaan Everink', 'Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars']"
964,['Manna Dey']
965,"['Manna Dey', 'Sabita Chowdhury']"
966,['Shanti Kumar Desai']
967,"['Arun Kumar', 'Amirbai Karnataki']"
968,"['Ramola', 'Sunder Singh']"
969,"['César Franck', 'Concertgebouworkest', 'Eduard van Beinum']"
970,"['Sitara', 'G. M. Durrani']"
971,"['Camille Saint-Saëns', 'The Orchestra of Royal Danish Theatre', 'Thomas Jensen', 'Emil Telmanyi']"
972,"['Veena', 'Pandit Pran Nath']"
973,['Van Shipley']
974,"['Maurice Ravel', 'Concertgebouworkest', 'Eduard van Beinum']"
975,"['Mehtab', 'Surendra']"
976,['Meenakshi']
977,['Shanti Kumar']
978,"['Yusuf Effendi', 'K. Narayan Rao']"
979,['Amirbai Karnataki']
980,"['M. V. Subbaiah Naidu', 'Lakshmi Bai', 'R. Nagendra Rao', 'Ganapathibhat', 'Kamala Bai', 'B.S. Raja Iyengar', 'G. V. Krishnamurthy']"
981,"['Carl Nielsen', 'The Orchestra of Royal Danish Theatre', 'Thomas Jensen']"
982,"['Fini Henriques', 'The Orchestra of Royal Danish Theatre', 'Thomas Jensen']"
983,"['Knudåge Riisager', 'The Orchestra of Royal Danish Theatre', 'Johann Hye Knudsen']"
984,['P. Susheela']
985,"['Edvard Grieg', 'The Orchestra of Royal Danish Theatre', 'Svend Christian Felumb']"
986,"['Shamshad Begum', 'Motilal']"
987,['Dhananjay Bhattacharya']
988,['Lakshmi Bai']
989,"['Yessister, Jazzsister', 'Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars']"
990,['Suraiya']
991,"['Kaushalya', 'G. M. Durrani']"
992,"['Marine Band Of The Royal Netherlands Navy', 'Major Peter Kleine Schaars', 'René Hendrickx']"
993,"['Richard Rodgers', ""Salvatore Dell'Isola"", 'Ezio Pinza', 'Henry Mitchell', 'Jim Hawthorne', 'Alan Gilbert']"
994,['Charlie']
995,"['Johann Sebastian Bach', 'Rudolf Serkin']"
996,"['Mickey Rooney', 'Judy Garland']"
997,"['Frank Sinatra', 'Rosemary Clooney']"
998,"['Judy Garland', 'Leo Diamond Harmonica Quartet']"
999,['Lester Young']
1000,['Tara Bai']
1001,['Mickey Rooney']
1002,"['George Gershwin', 'Oscar Levant', 'Eugene Ormandy', 'Philadelphia Orchestra']"
1003,"['Ludwig van Beethoven', 'Dennis Brain', 'Denis Matthews']"
1004,"['Lata Mangeshkar', 'Mahendra Kapoor']"
1005,"['George Gershwin', 'Oscar Levant', 'Morton Gould and His Orchestra', 'Morton Gould', 'Morton Gould Orchestra']"
1006,['Zohrabai Ambalawali']
1007,"['George Gershwin', 'Oscar Levant', 'Andre Kostelanetz']"
1008,"['Domenico Scarlatti', 'Andrés Segovia']"
1009,"['George Gershwin', 'Oscar Levant', 'Andre Kostelanetz', 'New York Philharmonic']"
1010,['The Meltones']
1011,['Rina Celi y Orquesta']
1012,['Master Ebrahim']
1013,"['Richard Strauss', 'Herma Handl', 'Josef Witt', 'Wiener Philharmoniker', 'Karl Böhm', 'Vienna State Opera Chorus']"
1014,['Hemant Kumar']
1015,['Manju']
1016,['Kalyani']
1017,"['Richard Strauss', 'Lisa della Casa', 'Maria Reining', 'Horst Taubmann', 'Georg Hann', 'Wiener Philharmoniker', 'Karl Böhm']"
1018,['Memphis Slim']
1019,"['Arnold Bax', 'Hallé']"
1020,['Alberto Gomez']
1021,['Coleman Hawkins']
1022,"['Lata Mangeshkar', 'Hemant Kumar']"
1023,"['Richard Strauss', 'Lisa della Casa', 'Horst Taubmann', 'Wiener Philharmoniker', 'Karl Böhm']"
1024,['Snehprabha Pradhan']
1025,['NNN']
1026,"['Carolina Cardoso de Menezes', 'Garoto']"
1027,"['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Karl Böhm']"
1028,"['Malti', 'Vijay']"
1029,"['Richard Strauss', 'Maria Reining', 'Lisa della Casa', 'Wiener Philharmoniker', 'Karl Böhm']"
1030,"['Francisco Canaro', 'Eduardo Adrian', 'Carlos Roldán']"
1031,['DYING SPASM']
1032,['Friedrich Kayssler']
1033,['Ramesh Gupta']
1034,"['Richard Strauss', 'Franz Szkokan', 'Hans Hotter', 'Georg Hann', 'Wiener Philharmoniker', 'Karl Böhm']"
1035,['Isaura Garcia']
1036,"['Manorama', 'P. Leela']"
1037,"['Pahari Sanyal', 'Snehprabha Pradhan']"
1038,"['Vijay', 'Malti']"
1039,['Dilú Melo']
1040,['Sharada']
1041,"['Rewa Shankar', 'Chitalkar']"
1042,['Shankar Rao Vyas']
1043,['Dhirendrachandra Mitra']
1044,"['Richard Strauss', 'Wiener Philharmoniker', 'Gottfried von Freiberg', 'Karl Böhm']"
1045,['Ted Nash']
1046,['Charlie Ventura']
1047,['Leela Bai']
1048,['Zeenat Begum']
1049,"['Bing Crosby', 'The Andrews Sisters']"
1050,"['Doris Day', 'The Mellomen']"
1051,"['Bing Crosby', 'Carol Richards']"
1052,"['Frank Sinatra', 'Dorothy Kirsten']"
1053,"['Frank Sinatra', 'B. Swanson Quartet']"
1054,"['Doris Day', 'Harry James']"
1055,"['Doris Day', 'Les Brown & His Orchestra']"
1056,['Bill Monroe & His Blue Grass Boys']
1057,"['Judy Garland', 'MGM Studio Chorus']"
1058,"['Frank Sinatra', 'Ken Lane Singers']"
1059,"['Judy Garland', 'Lucille Bremer', 'Meet Me in St. Louise Ensemble']"
1060,"['Judy Garland', ""Margaret O'Brien""]"
1061,"['Frank Sinatra', 'The Page Cavanaugh Trio']"
1062,"['Frank Sinatra', 'The Charioteers']"
1063,"['Doris Day', 'Paul Weston And His Orchestra', 'The Norman Luboff Choir']"
1064,"['Buddy Clark', 'Doris Day']"
1065,"['Judy Garland', 'Tom Drake']"
1066,"['Doris Day', 'Paul Weston And His Orchestra']"
1067,"['Doris Day', 'Axel Stordahl And His Orchestra']"
1068,"['Jascha Heifetz', 'Grigoras Dinicu', 'Unknown Artist']"
1069,['Les Brown']
1070,"['The MGM Studio Orchestra & The MGM Studio Chorus', 'Georgie Stoll']"
1071,"['Dinah Shore', 'Doris Day']"
1072,"['MGM Studio Orchestra', 'Georgie Stoll']"
1073,"['Arthur Freed', 'Denny Markass']"
1074,"['Doris Day', 'Percy Faith & His Orchestra']"
1075,"['Doris Day', 'Frank DeVol & His Orchestra']"
1076,"['Judy Garland', 'The Kay Thompson Chorus']"
1077,"['Carroll Gibbons', 'The Savoy Hotel Orpheans']"
1078,"['Unknown', 'Eubie Blake']"
1079,['Erroll Garner']
1080,"['Doris Day', 'Frankie Laine']"
1081,"['Doris Day', 'Gene Nelson', 'The Page Cavanaugh Trio']"
1082,"['Doris Day', 'André Previn', 'André Previn Trio']"
1083,['Doris Day with orchestra conducted by Robert Mersey']
1084,"['Doris Day', 'Leith Stevens And His Orchestra']"
